name	ra	dec
ECO00889	219.083	36.5896
ECO00890	219.322	8.0383
ECO00891	219.43	45.1857
ECO00892	219.973	25.9692
ECO00893	220.595	37.4607
ECO00894	220.796	44.9961
ECO00895	220.801	12.1949
ECO00896	224.96	32.8033
ECO00897	139.51	34.7841
ECO00898	225.63	23.3448
ECO00899	226.146	46.7887
ECO00900	226.528	10.3277
ECO00901	227.17	47.5528
ECO00902	139.568	0.385
ECO00903	231.685	40.5802
ECO00904	232.46	42.7737
ECO00905	232.685	47.3189
ECO00906	232.831	18.6191
ECO00907	233.372	43.1892
ECO00908	233.855	43.4744
ECO00909	234.65	33.2771
ECO00910	235.122	0.9104
ECO00911	235.656	40.0628
ECO00912	236.505	47.4511
ECO00913	236.609	24.2566
ECO00914	139.926	33.6938
ECO00915	237.414	18.8804
ECO00916	133.838	17.1241
ECO00917	138.125	12.5866
ECO00918	139.731	13.8201
ECO00919	142.916	40.4499
ECO00920	139.957	4.4853
ECO00921	146.764	46.812
ECO00922	148.21	15.8263
ECO00923	153.085	14.9108
ECO00924	160.26	18.0057
ECO00925	161.094	21.8226
ECO00926	161.591	19.0664
ECO00927	162.479	18.6876
ECO00928	140.092	0.8234
ECO00929	162.568	8.2147
ECO00930	163.109	10.4551
ECO00931	164.566	20.1075
ECO00932	171.318	18.4839
ECO00933	172.036	17.38
ECO00934	172.117	19.1836
ECO00935	172.415	17.93
