#name     Ra     Dec
ECO10459 176.198 43.016  
ECO00942 176.198 17.869  
ECO05727 176.200 19.688  
ECO11630 176.201 19.581  
ECO08312 176.202 22.099  
ECO03028 176.205 19.795  
ECO08193 176.207 19.941  
ECO03029 176.209 19.533  
ECO12332 176.210  6.639  
ECO05730 176.217 19.610  
ECO03030 176.218 19.454  
ECO11041 176.218 20.188  
ECO02670 176.225 16.603  
ECO02827 176.227 20.017  
ECO05731 176.233 19.494  
ECO08178 176.240 19.738  
ECO07818 176.240  9.063  
ECO11740 176.251  7.498  
ECO09112 176.256 32.647  
ECO01737 176.257 20.852  
ECO08174 176.262 19.642  
ECO05732 176.266 19.859  
ECO03032 176.266 19.974  
ECO03033 176.266 19.621  
ECO00023 176.267 10.911  
ECO02535 176.268 19.571  
ECO02860 176.269 20.608  
ECO08176 176.270 19.682  
ECO03034 176.270 19.606  
ECO01188 176.271 19.622  
ECO03036 176.273  8.470  
ECO00943 176.274 19.636  
ECO03035 176.275 20.438  
ECO08206 176.277 20.156  
ECO03037 176.279 19.967  
ECO02536 176.289 19.554  
ECO07050 176.294 19.533  
ECO09837 176.299 46.045  
ECO09951 176.310 49.602  
ECO06966 176.312 21.644  
ECO08271 176.314 21.204  
ECO03038 176.315 19.392  
ECO05733 176.323 20.019  
ECO05734 176.325 49.570  
ECO02560 176.328 20.293  
ECO00730 176.329 19.394  
ECO03039 176.337 32.722  
ECO00263 176.338  9.802  
ECO11773 176.342 14.367  
ECO10580 176.349 19.157  
ECO03040 176.350 20.326  
ECO02797 176.355 19.298  
ECO03045 176.360  0.004  
ECO03044 176.361  9.161  
ECO03041 176.365 20.807  
ECO07051 176.367 20.294  
ECO01738 176.369 20.094  
ECO03046 176.373 19.400  
ECO03047 176.375 19.445  
ECO03048 176.376  9.729  
ECO00734 176.388 20.332  
ECO00769 176.392 20.009  
ECO02809 176.396 19.592  
ECO03049 176.397  3.232  
ECO07052 176.397 19.417  
ECO08279 176.398 21.305  
ECO03050 176.399  9.118  
ECO02798 176.400 19.280  
ECO00773 176.401 20.990  
ECO01326 176.407  6.686  
ECO08269 176.407 21.153  
ECO07852 176.410  9.621  
ECO08281 176.412 21.318  
ECO07053 176.422 19.770  
ECO02799 176.422 19.267  
ECO03051 176.428 17.748  
ECO08165 176.431 19.461  
ECO10581 176.432 19.652  
ECO03052 176.436 20.031  
ECO02810 176.439 19.692  
ECO03055 176.440 10.825  
ECO08152 176.440 19.164  
ECO03053 176.443 19.774  
ECO03056 176.443  3.030  
ECO02544 176.451 19.426  
ECO03058 176.452 10.477  
ECO08333 176.452 22.648  
ECO03057 176.454 20.629  
ECO03060 176.455 13.767  
ECO01739 176.455 19.748  
ECO03059 176.456 19.767  
ECO07861 176.462  9.832  
ECO08318 176.465 22.226  
ECO10551 176.467 49.804  
ECO08172 176.471 19.611  
ECO08325 176.476 22.455  
ECO00240 176.479 17.193  
ECO08007 176.480 13.516  
ECO03061 176.482 21.026  
ECO07112 176.484 13.839  
ECO10331 176.485  9.734  
ECO01327 176.488  4.748  
ECO09596 176.490 40.353  
ECO12165 176.492 33.037  
ECO02811 176.493 19.650  
ECO11606 176.493 29.333  
ECO08182 176.494 19.803  
ECO07111 176.495 13.791  
ECO03062 176.495 19.529  
ECO03063 176.497 20.447  
ECO03064 176.500 20.439  
ECO08159 176.504 19.385  
ECO05737 176.510 41.884  
ECO10332 176.511  9.756  
ECO05736 176.513 19.437  
ECO07034 176.515 19.787  
ECO10460 176.517 11.581  
ECO02539 176.522 19.576  
ECO02812 176.523 19.662  
ECO03066 176.526 19.790  
ECO05738 176.526 19.634  
ECO09833 176.527 45.977  
ECO08327 176.534 22.539  
ECO07114 176.538 20.448  
ECO05739 176.543  7.517  
ECO08185 176.550 19.853  
ECO08273 176.550 21.228  
ECO03067 176.551 20.392  
ECO03068 176.551 10.596  
ECO00774 176.563 21.024  
ECO10333 176.578 10.972  
ECO02852 176.580 20.640  
ECO00944 176.591 20.177  
ECO08166 176.591 19.484  
ECO08304 176.598 21.753  
ECO02829 176.599 20.039  
ECO08177 176.609 19.720  
ECO00737 176.613 20.830  
ECO08180 176.625 19.774  
ECO02800 176.630 19.250  
ECO03069 176.643 19.110  
ECO01328 176.651 32.521  
ECO11042 176.652 23.955  
ECO02330 176.659 21.089  
ECO08286 176.667 21.381  
ECO00738 176.676 20.649  
ECO02789 176.677 18.849  
ECO03070 176.678 23.963  
ECO07188 176.680 -0.678  
ECO02543 176.691 19.017  
ECO03072 176.693 14.533  
ECO03071 176.695 21.271  
ECO03073 176.697 20.675  
ECO02695 176.710 17.814  
ECO00735 176.724 20.332  
ECO00408 176.733 15.940  
ECO01176 176.744 19.746  
ECO03074 176.749 13.873  
ECO02542 176.753 19.458  
ECO01032 176.755  8.707  
ECO08319 176.769 22.241  
ECO03075 176.773 19.837  
